event_id,parent_company,brand,region,city,location_type,event_type,start_date,end_date,lease_length_days,sku,product_name,price_usd,avg_daily_footfall,units_sold,units_allocated,,sell_through_pct,,,"event_id is the unique identifier for each row, hence the PK"
POP100446,Puig,Charlotte Tilbury,Latin America,Lima,Airport Duty-Free,Shop-in-Shop,2024-11-21,2025-02-17,88,LE-ZVZBD66X,Charlotte Tilbury Rouge Fragrance,232.19,1437,1085,1171,92.66,0.9266,,,
POP101284,Private ,Huda Beauty,Europe,Madrid,Airport Duty-Free,Mall Kiosk,2024-08-20,2024-09-14,25,LE-GG5ON9IH,Huda Beauty Pearl Blush,65.42,1056,686,1378,49.78,0.4978,,,
POP100858,LVMH,Fenty Beauty,Asia-Pacific,Singapore,Airport Duty-Free,Flash Event,2025-03-07,2025-05-18,72,LE-ACK7DQ9H,Fenty Beauty Pearl Setting Powder,46.2,2003,334,373,89.54,0.8954,,,
POP101987,Unilever,Hourglass,North America,Miami,Luxury Mall,Flash Event,2024-12-08,2025-01-23,46,LE-1VRNDNQE,Hourglass Satin Fragrance,396.49,1366,3369,4756,70.84,0.7084,,,
POP100097,LVMH,Dior,North America,New York,High-Street,Flash Event,2024-11-19,2024-12-16,27,LE-KA4SCKB9,Dior Mirage Foundation,58.87,2476,561,909,61.72,0.6172,,,
POP100805,Puig,Charlotte Tilbury,Middle East,Riyadh,Luxury Mall,Flash Event,2024-10-01,2024-10-10,9,LE-CK3XA4PE,Charlotte Tilbury Mirage Blush,52.8,701,1511,2215,68.22,0.6822,,,
POP100737,Shiseido Company Limited,Clé de Peau Beauté,Middle East,Abu Dhabi,Airport Duty-Free,Mobile Pop-Up Truck,2024-10-08,2024-11-01,24,LE-CJLM37KD,Clé de Peau Beauté Velvet Mascara,70.73,1138,2052,2668,76.91,0.7691,,,
POP101406,Chanel Limited,Chanel,North America,,High-Street,Flash Event,2025-03-09,2025-06-06,89,LE-QH2GBXH3,Chanel Opulence Blush,43.65,2717,1306,2314,56.44,0.5644,,,
POP100102,Puig,Charlotte Tilbury,Middle East,Riyadh,Luxury Mall,Mall Kiosk,2025-01-10,2025-02-16,37,LE-MFHGC1T5,Charlotte Tilbury Rouge Setting Powder,46.07,1118,1841,2568,71.69,0.7169,,,
POP100434,Estée Lauder,Estée Lauder,Middle East,Jeddah,Airport Duty-Free,Mall Kiosk,2024-06-24,2024-07-05,11,LE-EPUQMF39,Estée Lauder Opulence Foundation,59.78,2351,1981,3360,58.96,0.5896,,,
POP100074,Estée Lauder Companies,NARS,Asia-Pacific,Hong Kong,High-Street,Mobile Pop-Up Truck,2024-04-19,2024-06-14,56,LE-3ONQCS9D,NARS Lumière Eyeshadow Palette,78.12,2624,2842,4320,65.79,0.6579,,,
POP102001,Shiseido Company Limited,Clé de Peau Beauté,North America,Toronto,Department Store Atrium,Standalone Pop-Up,2025-03-20,2025-04-19,30,LE-C89J9C7K,Clé de Peau Beauté Éclat Serum,273.67,1619,582,1056,55.11,0.5511,,,
POP101341,Private ,Rare Beauty,Asia-Pacific,Hong Kong,High-Street,Flash Event,2024-03-07,2024-06-05,90,LE-JZRTBXOJ,Rare Beauty Satin Primer,38.17,1981,1583,2195,72.12,0.7212,,,
POP101405,Estée Lauder Companies,NARS,North America,Toronto,Luxury Mall,Mall Kiosk,2025-02-20,2025-04-11,50,LE-8UZ7HNRE,NARS Éclat Setting Powder,42.95,1405,869,1349,64.42,0.6442,,,
POP101230,Estée Lauder,Estée Lauder,Europe,,Luxury Mall,Flash Event,2024-07-05,2024-08-16,42,LE-NO9CYOY2,Estée Lauder Rouge Fragrance,179.9,879,1054,1723,61.17,0.6117,,,
POP100918,Puig,Charlotte Tilbury,North America,Los Angeles,Airport Duty-Free,Shop-in-Shop,2024-02-23,2024-03-30,36,LE-50VKEVT5,Charlotte Tilbury Lumière Serum,123.14,2310,344,392,87.76,0.8776,,,
POP101911,Private ,Pat McGrath Labs,Latin America,Buenos Aires,Luxury Mall,Flash Event,2025-04-15,2025-05-25,40,LE-0OTFX4ZF,Pat McGrath Labs Mirage Blush,62.29,1120,2106,3951,53.3,0.533,,,
POP101864,L’Oréal Group,YSL Beauty,Middle East,Riyadh,High-Street,Mobile Pop-Up Truck,2025-06-16,2025-07-15,29,LE-4CERQVZW,YSL Beauty Mirage Blush,63.49,1359,3866,4483,86.24,0.8624,,,
POP101807,Shiseido Company Limited,Shiseido,Latin America,Buenos Aires,Airport Duty-Free,Flash Event,2025-04-20,2025-05-25,35,LE-P9S0YXH7,Shiseido Satin Highlighter,65.4,1544,3127,3586,87.2,0.872,,,
POP100762,Shiseido Company Limited,Clé de Peau Beauté,North America,Miami,High-Street,Mall Kiosk,2024-10-07,2024-11-13,37,LE-N55PZ42W,Clé de Peau Beauté Velvet Setting Powder,63.23,1427,1126,1400,80.43,0.8043,,,
POP100989,Estée Lauder Companies,NARS,Latin America,Bogotá,Department Store Atrium,Shop-in-Shop,2025-01-22,2025-03-16,53,LE-7EL0MOIO,NARS Lumière Highlighter,68.36,1172,2857,3616,79.01,0.7901,,,
POP100388,LVMH,Dior,North America,Los Angeles,Airport Duty-Free,Mobile Pop-Up Truck,2024-12-12,2024-12-28,16,LE-E1ZHGFAU,Dior Glow Setting Powder,72.19,1443,2416,3843,62.87,0.6287,,,
POP100235,L’Oréal Group,YSL Beauty,Middle East,Riyadh,Airport Duty-Free,Shop-in-Shop,2024-06-07,2024-06-15,8,LE-RGJ3UO8A,YSL Beauty Satin Fragrance,94.42,2229,676,880,76.82,0.7682,,,
POP101687,Shiseido Company Limited,Clé de Peau Beauté,Asia-Pacific,Hong Kong,High-Street,Mobile Pop-Up Truck,2025-01-28,2025-02-13,16,LE-94RPO85M,Clé de Peau Beauté Glow Lipstick,63.36,1531,4499,4995,90.07,0.9007,,,
POP100267,L’Oréal Group,Armani Beauty,North America,Toronto,Art/Design District,Mobile Pop-Up Truck,2024-05-18,2024-07-28,71,LE-CXXSAP62,Armani Beauty Éclat Primer,53.87,1198,330,377,87.53,0.8753,,,
POP101569,Puig,Charlotte Tilbury,Middle East,Dubai,Department Store Atrium,Standalone Pop-Up,2024-07-03,2024-08-23,51,LE-XIVQDYKK,Charlotte Tilbury Lumière Highlighter,58.44,1687,1904,2233,85.27,0.8527,,,
POP100117,L’Oréal Group,Valentino Beauty,North America,Los Angeles,Art/Design District,Shop-in-Shop,2024-03-07,2024-05-20,74,LE-UV88S14A,Valentino Beauty Rouge Setting Powder,53.57,1356,3608,3890,92.75,0.9275,,,
POP102097,LVMH,Guerlain,Europe,Milan,Art/Design District,Mobile Pop-Up Truck,2024-06-16,2024-08-30,75,LE-4ZIZMZ41,Guerlain Pearl Highlighter,54.74,439,859,1537,55.89,0.5589,,,
POP100673,Unilever,Hourglass,Europe,Madrid,Airport Duty-Free,Standalone Pop-Up,2024-11-08,2024-11-18,10,LE-7A96VL2H,Hourglass Velvet Highlighter,41.44,825,2503,3366,74.36,0.7436,,,
POP100249,LVMH,Guerlain,Europe,Paris,Luxury Mall,Standalone Pop-Up,2025-04-16,2025-05-20,34,LE-46GYTB5Z,Guerlain Mirage Eyeshadow Palette,116.23,1629,1992,3833,51.97,0.5197,,,
POP101657,Estée Lauder,Estée Lauder,Middle East,Abu Dhabi,Department Store Atrium,Mall Kiosk,2024-08-26,2024-08-30,4,LE-U6RZB1NT,Estée Lauder Pearl Highlighter,68.97,936,331,475,69.68,0.6968,,,
POP102129,Estée Lauder Companies,MAC Cosmetics,North America,Toronto,Department Store Atrium,Flash Event,2025-04-10,2025-06-29,80,LE-ADEUUXL6,MAC Cosmetics Pearl Foundation,73.49,579,1198,2271,52.75,0.5275,,,
POP100094,Unilever,Hourglass,Europe,Madrid,Airport Duty-Free,Mall Kiosk,2024-12-02,2024-12-29,27,LE-GQ70RANI,Hourglass Glow Serum,291.26,2031,265,537,49.35,0.4935,,,
POP100033,Sisley,Sisley-Paris,Latin America,Buenos Aires,Art/Design District,Mobile Pop-Up Truck,2024-09-23,2024-09-28,5,LE-UBSESC4L,Sisley-Paris Mirage Primer,69.98,1316,1199,1503,79.77,0.7977,,,
POP101639,LVMH,Givenchy Beauty,Middle East,Abu Dhabi,Airport Duty-Free,Shop-in-Shop,2024-04-09,2024-05-03,24,LE-RXZISZG4,Givenchy Beauty Mirage Setting Powder,83.57,1642,218,456,47.81,0.4781,,,
POP101861,L’Oréal Group,Armani Beauty,North America,Toronto,Art/Design District,Mall Kiosk,2025-01-28,2025-02-15,18,LE-VRD262LD,Armani Beauty Opulence Foundation,52.6,950,1320,1540,85.71,0.8571,,,
POP100448,LVMH,Dior,Asia-Pacific,Singapore,Art/Design District,Flash Event,2024-07-17,2024-07-29,12,LE-53K9IZMD,Dior Satin Highlighter,39.79,975,263,284,92.61,0.9261,,,
POP100716,Private ,Huda Beauty,Europe,London,High-Street,Mall Kiosk,2024-11-18,2025-02-12,86,LE-6Z7EG47M,Huda Beauty Glow Setting Powder,55.75,1546,2930,3945,74.27,0.7427,,,
POP101810,Estée Lauder Companies,Tom Ford Beauty,Asia-Pacific,Singapore,Luxury Mall,Standalone Pop-Up,2024-11-05,2024-11-09,4,LE-SOEF87SN,Tom Ford Beauty Rouge Highlighter,86.4,815,1502,2409,62.35,0.6235,,,
POP101699,Private ,Rare Beauty,Latin America,Mexico City,Art/Design District,Standalone Pop-Up,2024-10-29,2024-12-03,35,LE-MYF15375,Rare Beauty Noir Blush,50.48,493,1895,3154,60.08,0.6008,,,
POP100000,L’Oréal Group,YSL Beauty,Latin America,Mexico City,Department Store Atrium,Standalone Pop-Up,2024-09-14,2024-10-26,42,LE-LL5XV1R2,YSL Beauty Mirage Highlighter,67.56,700,1419,2113,67.16,0.6716,,,
POP101540,L’Oréal Group,Valentino Beauty,Latin America,Lima,Department Store Atrium,Standalone Pop-Up,2024-10-08,2024-12-02,55,LE-BC2NE495,Valentino Beauty Pearl Fragrance,335.26,927,3580,4131,86.66,0.8666,,,
POP101101,Chanel Limited,Chanel,Latin America,Bogotá,Department Store Atrium,Mobile Pop-Up Truck,2025-05-18,2025-07-22,65,LE-FIP6KF26,Chanel Glow Serum,217.25,862,998,1844,54.12,0.5412,,,
POP101108,Shiseido Company Limited,Shiseido,Asia-Pacific,Tokyo,Airport Duty-Free,Standalone Pop-Up,2024-06-10,2024-07-03,23,LE-7P5D96DF,Shiseido Satin Eyeshadow Palette,89.95,1786,386,500,77.2,0.772,,,
POP101370,LVMH,Givenchy Beauty,Asia-Pacific,Seoul,Art/Design District,Mall Kiosk,2024-03-09,2024-04-16,38,LE-2J2HSCXH,Givenchy Beauty Velvet Lipstick,45,740,2422,3128,77.43,0.7743,,,
POP100082,Estée Lauder,Estée Lauder,North America,Toronto,High-Street,Mall Kiosk,2024-07-18,2024-08-05,18,LE-3S4BS7KV,Estée Lauder Velvet Blush,40.42,2270,4221,4813,87.7,0.877,,,
POP101441,L’Oréal Group,YSL Beauty,Latin America,Bogotá,Airport Duty-Free,Shop-in-Shop,2024-11-22,2025-02-07,77,LE-IGT4YPQE,YSL Beauty Rouge Eyeshadow Palette,104.78,1199,2672,4471,59.76,0.5976,,,
POP100676,Unilever,Hourglass,Latin America,Lima,Luxury Mall,Standalone Pop-Up,2025-06-08,2025-07-14,36,LE-1UM2THYR,Hourglass Éclat Highlighter,63.46,1829,1768,2538,69.66,0.6966,,,
POP101625,Beiersdorf,La Prairie,Middle East,Riyadh,Department Store Atrium,Shop-in-Shop,2025-03-23,2025-04-01,9,LE-PM1W8Y3N,La Prairie Opulence Blush,55.74,1516,2474,3701,66.85,0.6685,,,
POP101046,Estée Lauder Companies,MAC Cosmetics,Middle East,Doha,Airport Duty-Free,Mall Kiosk,2025-03-27,2025-06-08,73,LE-4AWT8JZ5,MAC Cosmetics Glow Foundation,91.57,966,223,324,68.83,0.6883,,,
POP100770,Sisley,Sisley-Paris,Middle East,Doha,High-Street,Flash Event,2025-03-16,2025-06-08,84,LE-P8NMDVB8,Sisley-Paris Pearl Foundation,92.5,947,2457,2786,88.19,0.8819,,,
POP101358,Estée Lauder Companies,Bobbi Brown,Europe,Berlin,Department Store Atrium,Standalone Pop-Up,2024-03-11,2024-03-24,13,LE-LB1PY2YT,Bobbi Brown Velvet Lipstick,49.54,1184,1626,3643,44.63,0.4463,,,
POP101433,Shiseido Company Limited,Shiseido,North America,Los Angeles,Art/Design District,Standalone Pop-Up,2025-03-05,2025-03-27,22,LE-P3KN9HP9,Shiseido Opulence Fragrance,123.74,1292,2675,2943,90.89,0.9089,,,
POP101765,L’Oréal Group,Lancôme,North America,Miami,Art/Design District,Standalone Pop-Up,2025-05-31,2025-07-12,42,LE-E871JIGZ,Lancôme Pearl Foundation,71.95,814,1718,3422,50.2,0.502,,,
POP101667,Estée Lauder Companies,Tom Ford Beauty,North America,New York,Luxury Mall,Flash Event,2024-08-18,2024-08-24,6,LE-D8OR7WGP,Tom Ford Beauty Mirage Highlighter,35.95,740,3213,4602,69.82,0.6982,,,
POP100404,L’Oréal Group,Valentino Beauty,Latin America,Lima,High-Street,Shop-in-Shop,2024-06-24,2024-09-07,75,LE-JLVFG0FQ,Valentino Beauty Glow Primer,53.26,913,210,388,54.12,0.5412,,,
POP101928,LVMH,Dior,Asia-Pacific,Hong Kong,High-Street,Mall Kiosk,2024-03-28,2024-04-27,30,LE-N97T7Y05,Dior Noir Primer,66.85,1179,2437,3715,65.6,0.656,,,
POP101454,Sisley,Sisley-Paris,Europe,Berlin,Department Store Atrium,Mall Kiosk,2024-12-31,2025-03-13,72,LE-C1F7SL91,Sisley-Paris Opulence Fragrance,376.1,965,4539,4851,93.57,0.9357,,,
POP101501,Estée Lauder Companies,Bobbi Brown,North America,Chicago,Airport Duty-Free,Flash Event,2024-04-07,2024-04-26,19,LE-WPSJJQ93,Bobbi Brown Glow Eyeshadow Palette,87.41,2277,705,826,85.35,0.8535,,,
POP100104,Estée Lauder Companies,NARS,Europe,Paris,Airport Duty-Free,Mall Kiosk,2025-04-15,2025-07-14,90,LE-OQ62WFRP,NARS Opulence Serum,144.44,1173,4044,4981,81.19,0.8119,,,
POP100688,L’Oréal Group,Lancôme,Europe,Madrid,Art/Design District,Flash Event,2024-11-29,2025-02-12,75,LE-1YNHYGQ7,Lancôme Glow Setting Powder,79.86,828,2562,4454,57.52,0.5752,,,
POP101464,Shiseido Company Limited,Shiseido,North America,Miami,Department Store Atrium,Flash Event,2025-04-19,2025-05-12,23,LE-LZ0BVTRE,Shiseido Velvet Setting Powder,66.1,1138,2726,3448,79.06,0.7906,,,
POP100826,Sisley,Sisley-Paris,Middle East,Riyadh,High-Street,Flash Event,2024-06-28,2024-09-15,79,LE-J0GFRA46,Sisley-Paris Noir Eyeshadow Palette,146.75,1263,670,1049,63.87,0.6387,,,
POP101240,Shiseido Company Limited,Clé de Peau Beauté,Asia-Pacific,Tokyo,Department Store Atrium,Standalone Pop-Up,2024-07-23,2024-08-09,17,LE-N1FZ723S,Clé de Peau Beauté Opulence Serum,283.01,826,1768,2286,77.34,0.7734,,,
POP100062,Puig,Charlotte Tilbury,Asia-Pacific,Shanghai,Department Store Atrium,Mall Kiosk,2024-08-15,2024-08-24,9,LE-ON4Z57AU,Charlotte Tilbury Satin Blush,38.78,1524,474,908,52.2,0.522,,,
POP101305,L’Oréal Group,Lancôme,Asia-Pacific,Hong Kong,Luxury Mall,Flash Event,2025-03-19,2025-06-13,86,LE-GOQTUWHZ,Lancôme Éclat Serum,264.47,1516,196,366,53.55,0.5355,,,
POP100852,L’Oréal Group,Valentino Beauty,Middle East,Abu Dhabi,Luxury Mall,Shop-in-Shop,2025-01-23,2025-03-08,44,LE-IP8Q1OAE,Valentino Beauty Opulence Mascara,57.67,1422,2765,3775,73.25,0.7325,,,
POP101551,Estée Lauder Companies,Bobbi Brown,Europe,Paris,High-Street,Mall Kiosk,2024-05-26,2024-08-17,83,LE-18AYKHZM,Bobbi Brown Velvet Primer,83.25,2313,2453,2871,85.44,0.8544,,,
POP101262,Shiseido Company Limited,Shiseido,Asia-Pacific,Tokyo,Airport Duty-Free,Mobile Pop-Up Truck,2024-06-20,2024-08-23,64,LE-RWKPE5CQ,Shiseido Opulence Mascara,52.54,1922,4023,4284,93.91,0.9391,,,
POP100223,Estée Lauder Companies,Tom Ford Beauty,Europe,Madrid,Luxury Mall,Flash Event,2025-05-29,2025-06-29,31,LE-2LKW57MA,Tom Ford Beauty Lumière Mascara,34.91,1238,1543,1924,80.2,0.802,,,
POP100145,Estée Lauder Companies,NARS,Europe,Madrid,Airport Duty-Free,Standalone Pop-Up,2025-03-19,2025-04-16,28,LE-YKTDM6NZ,NARS Opulence Eyeshadow Palette,63.91,1170,4154,4988,83.28,0.8328,,,
POP101088,LVMH,Fenty Beauty,Middle East,Doha,Art/Design District,Flash Event,2025-05-05,2025-07-09,65,LE-D4KIJSHX,Fenty Beauty Satin Highlighter,35.11,1092,442,802,55.11,0.5511,,,
POP100373,LVMH,Dior,Europe,Milan,Luxury Mall,Mobile Pop-Up Truck,2024-05-21,2024-07-21,61,LE-ZQI0MMRX,Dior Velvet Foundation,51.36,1641,1508,2744,54.96,0.5496,,,
POP101594,L’Oréal Group,Valentino Beauty,Europe,Berlin,Department Store Atrium,Standalone Pop-Up,2024-06-23,2024-07-07,14,LE-38S54692,Valentino Beauty Velvet Blush,31.71,1474,3126,3582,87.27,0.8727,,,
POP101142,LVMH,Givenchy Beauty,Middle East,Doha,High-Street,Shop-in-Shop,2025-06-08,2025-08-03,56,LE-56L5DOQ9,Givenchy Beauty Rouge Fragrance,383.36,2463,1495,1778,84.08,0.8408,,,
POP102040,Chanel Limited,Chanel,Latin America,São Paulo,Luxury Mall,Mall Kiosk,2024-12-08,2024-12-25,17,LE-B61TDDQE,Chanel Mirage Serum,298.3,862,285,395,72.15,0.7215,,,
POP101673,L’Oréal Group,Armani Beauty,Europe,Madrid,Airport Duty-Free,Flash Event,2024-03-31,2024-04-09,9,LE-C671WDN1,Armani Beauty Lumière Primer,71.52,1666,1121,1727,64.91,0.6491,,,
POP101274,Estée Lauder Companies,Tom Ford Beauty,Europe,Paris,High-Street,Flash Event,2024-06-14,2024-08-05,52,LE-WQ93FYL1,Tom Ford Beauty Rouge Mascara,62.29,1673,1487,2140,69.49,0.6949,,,
POP101265,Estée Lauder Companies,Tom Ford Beauty,Middle East,Riyadh,Department Store Atrium,Standalone Pop-Up,2025-02-10,2025-03-15,33,LE-W315DFRU,Tom Ford Beauty Mirage Highlighter,62.29,1837,179,346,51.73,0.5173,,,
POP101867,L’Oréal Group,YSL Beauty,Asia-Pacific,Tokyo,Department Store Atrium,Mobile Pop-Up Truck,2025-02-13,2025-02-22,9,LE-FZOC6HQD,YSL Beauty Éclat Eyeshadow Palette,50.26,752,766,1003,76.37,0.7637,,,
POP101421,L’Oréal Group,YSL Beauty,Asia-Pacific,Hong Kong,Art/Design District,Mobile Pop-Up Truck,2024-09-10,2024-10-20,40,LE-I75E7ZUD,YSL Beauty Velvet Blush,67.83,1069,425,479,88.73,0.8873,,,
POP100009,Chanel Limited,Chanel,North America,New York,Luxury Mall,Shop-in-Shop,2025-03-29,2025-05-19,51,LE-BHFEROJC,Chanel Opulence Highlighter,41.47,847,1791,2100,85.29,0.8529,,,
POP100449,Shiseido Company Limited,Clé de Peau Beauté,Asia-Pacific,Seoul,Luxury Mall,Mall Kiosk,2024-11-12,2024-12-15,33,LE-SWUSLZYP,Clé de Peau Beauté Satin Highlighter,76.05,884,3501,4248,82.42,0.8242,,,
POP100708,Estée Lauder Companies,MAC Cosmetics,Europe,Paris,Luxury Mall,Standalone Pop-Up,2024-03-14,2024-05-04,51,LE-9LT0LUIQ,MAC Cosmetics Opulence Foundation,74.13,627,2704,4415,61.25,0.6125,,,
POP100255,Estée Lauder Companies,NARS,Latin America,Bogotá,Art/Design District,Standalone Pop-Up,2024-09-23,2024-10-17,24,LE-9D8VZVAZ,NARS Opulence Mascara,58.01,1071,1336,1573,84.93,0.8493,,,
POP100882,LVMH,Guerlain,Middle East,Riyadh,Department Store Atrium,Flash Event,2024-11-24,2025-01-12,49,LE-S4MZYIBW,Guerlain Rouge Blush,64.61,800,1723,2921,58.99,0.5899,,,
POP100389,Private ,Huda Beauty,Latin America,Mexico City,Department Store Atrium,Mall Kiosk,2025-05-05,2025-07-12,68,LE-ZFH3JYID,Huda Beauty Glow Lipstick,69.46,1228,3181,4018,79.17,0.7917,,,
POP101471,L’Oréal Group,Lancôme,Asia-Pacific,Seoul,Airport Duty-Free,Standalone Pop-Up,2025-02-22,2025-03-13,19,LE-UKW59GEG,Lancôme Rouge Mascara,45.72,1825,3595,4530,79.36,0.7936,,,
POP100908,Estée Lauder Companies,Bobbi Brown,Latin America,Mexico City,Luxury Mall,Standalone Pop-Up,2025-04-14,2025-07-11,88,LE-AVI8SXLF,Bobbi Brown Glow Primer,54.63,1591,1498,1889,79.3,0.793,,,
POP100924,Chanel Limited,Chanel,Asia-Pacific,Seoul,High-Street,Mobile Pop-Up Truck,2024-06-28,2024-09-18,82,LE-6567QMCW,Chanel Velvet Foundation,106.85,1285,1267,1486,85.26,0.8526,,,
POP101902,Private ,Pat McGrath Labs,Middle East,Dubai,High-Street,Shop-in-Shop,2024-07-12,2024-08-03,22,LE-JE52I48Q,Pat McGrath Labs Mirage Primer,62.22,1012,515,515,100,1,,,
POP101376,Shiseido Company Limited,Clé de Peau Beauté,Middle East,Jeddah,Airport Duty-Free,Mobile Pop-Up Truck,2025-07-02,2025-08-07,36,LE-9FDQP2WB,Clé de Peau Beauté Rouge Eyeshadow Palette,149.59,1730,2181,2393,91.14,0.9114,,,
POP100460,Hermès International,Hermès Beauty,North America,Miami,Airport Duty-Free,Flash Event,2024-08-06,2024-10-28,83,LE-G06UE9L6,Hermès Beauty Satin Mascara,44.57,1189,2923,3005,97.27,0.9727,,,
POP101420,L’Oréal Group,YSL Beauty,North America,Los Angeles,Luxury Mall,Standalone Pop-Up,2025-03-28,2025-06-02,66,LE-U7KK051H,YSL Beauty Rouge Lipstick,66.42,1428,2710,3629,74.68,0.7468,,,
POP102106,L’Oréal Group,Armani Beauty,Europe,Paris,High-Street,Mall Kiosk,2025-07-25,2025-08-04,10,LE-TSBNNDOF,Armani Beauty Glow Setting Powder,59.89,1846,2800,4496,62.28,0.6228,,,
POP101168,Beiersdorf,La Prairie,Asia-Pacific,Tokyo,High-Street,Flash Event,2024-08-17,2024-11-13,88,LE-HFFQ1P7T,La Prairie Velvet Fragrance,332,2665,2323,4177,55.61,0.5561,,,
POP100958,Estée Lauder Companies,Tom Ford Beauty,Latin America,Mexico City,Art/Design District,Mall Kiosk,2025-06-28,2025-07-05,7,LE-ZDVWDF7T,Tom Ford Beauty Éclat Lipstick,64.22,1275,2700,2789,96.81,0.9681,,,
POP100501,Private ,Rare Beauty,North America,Toronto,Art/Design District,Mobile Pop-Up Truck,2025-02-01,2025-03-25,52,LE-0X9O1Z69,Rare Beauty Noir Eyeshadow Palette,130.34,854,2694,2694,100,1,,,
POP100739,Sisley,Sisley-Paris,Europe,London,Art/Design District,Mobile Pop-Up Truck,2024-05-27,2024-08-10,75,LE-W15U2MS0,Sisley-Paris Noir Eyeshadow Palette,144.63,980,1852,2564,72.23,0.7223,,,
POP100040,Estée Lauder Companies,Tom Ford Beauty,Asia-Pacific,Seoul,Department Store Atrium,Mall Kiosk,2024-09-06,2024-11-04,59,LE-TUSUYKFN,Tom Ford Beauty Noir Blush,67.09,925,107,266,40.23,0.4023,,,
POP100868,Estée Lauder Companies,MAC Cosmetics,Latin America,Mexico City,Department Store Atrium,Flash Event,2024-10-04,2024-11-02,29,LE-NKOVXMO6,MAC Cosmetics Éclat Lipstick,55.47,1179,3096,3713,83.38,0.8338,,,
POP100731,Puig,Charlotte Tilbury,Europe,Madrid,Department Store Atrium,Mall Kiosk,2024-06-15,2024-08-31,77,LE-4NYC0130,Charlotte Tilbury Éclat Primer,78.62,640,3104,3651,85.02,0.8502,,,
POP100539,Estée Lauder Companies,MAC Cosmetics,North America,Toronto,Art/Design District,Standalone Pop-Up,2024-06-03,2024-07-01,28,LE-A11GNP7Z,MAC Cosmetics Glow Fragrance,104.09,1206,1009,1663,60.67,0.6067,,,
POP101201,LVMH,Givenchy Beauty,Asia-Pacific,Singapore,Airport Duty-Free,Flash Event,2024-08-20,2024-10-28,69,LE-5UTFNFL3,Givenchy Beauty Lumière Setting Powder,71.03,2232,1575,2003,78.63,0.7863,,,
POP101339,Chanel Limited,Chanel,Asia-Pacific,Hong Kong,Department Store Atrium,Flash Event,2025-06-20,2025-08-03,44,LE-BQMOE4R3,Chanel Éclat Eyeshadow Palette,139.61,886,3595,4668,77.01,0.7701,,,
POP100697,L’Oréal Group,Lancôme,Middle East,Doha,Art/Design District,Mall Kiosk,2024-05-12,2024-05-22,10,LE-M4571NCI,Lancôme Éclat Blush,52.03,737,392,799,49.06,0.4906,,,
POP101562,Puig,Charlotte Tilbury,Latin America,Lima,High-Street,Mobile Pop-Up Truck,2025-05-21,2025-06-06,16,LE-GHSYHD9U,Charlotte Tilbury Noir Eyeshadow Palette,66.94,1649,1416,2123,66.7,0.667,,,
POP101542,L’Oréal Group,Armani Beauty,Middle East,Jeddah,High-Street,Standalone Pop-Up,2024-08-06,2024-09-19,44,LE-NME63AYA,Armani Beauty Satin Blush,53.64,2896,795,802,99.13,0.9913,,,
POP101984,L’Oréal Group,Armani Beauty,Latin America,Lima,High-Street,Shop-in-Shop,2024-11-01,2024-12-23,52,LE-TX283ZSH,Armani Beauty Éclat Fragrance,160.38,2754,129,255,50.59,0.5059,,,
POP101145,Shiseido Company Limited,Clé de Peau Beauté,Europe,Madrid,Department Store Atrium,Shop-in-Shop,2024-11-30,2025-01-18,49,LE-2Q20P8WY,Clé de Peau Beauté Opulence Eyeshadow Palette,86,1632,2033,3259,62.38,0.6238,,,
POP101031,Private ,Huda Beauty,Europe,Milan,Luxury Mall,Standalone Pop-Up,2024-11-29,2024-12-24,25,LE-N4KAL5V1,Huda Beauty Opulence Setting Powder,71.08,1421,2027,2873,70.55,0.7055,,,
POP100372,Shiseido Company Limited,Clé de Peau Beauté,Latin America,Buenos Aires,Department Store Atrium,Mobile Pop-Up Truck,2024-08-09,2024-09-07,29,LE-X0Q05N8Q,Clé de Peau Beauté Glow Mascara,47.26,1245,3187,4405,72.35,0.7235,,,
POP100667,Shiseido Company Limited,Clé de Peau Beauté,Asia-Pacific,Seoul,Department Store Atrium,Shop-in-Shop,2024-02-19,2024-03-27,37,LE-89IYXDFZ,Clé de Peau Beauté Rouge Blush,56.35,723,629,911,69.05,0.6905,,,
POP102018,Shiseido Company Limited,Shiseido,North America,Toronto,Department Store Atrium,Shop-in-Shop,2025-05-17,2025-06-20,34,LE-EBJ29OI2,Shiseido Glow Mascara,67.46,1227,2652,3256,81.45,0.8145,,,
POP100357,Estée Lauder Companies,Tom Ford Beauty,Middle East,Doha,Luxury Mall,Standalone Pop-Up,2025-03-29,2025-04-28,30,LE-7RV9QGBJ,Tom Ford Beauty Noir Primer,82.49,769,3619,4612,78.47,0.7847,,,
POP100967,Puig,Charlotte Tilbury,North America,Los Angeles,Art/Design District,Standalone Pop-Up,2025-01-12,2025-02-10,29,LE-92VEAPC8,Charlotte Tilbury Glow Lipstick,75.96,1520,699,1129,61.91,0.6191,,,
